question,old_id,new_id,diff_type,timestamp,old_traceid,new_traceid,position,total_diff_count,source_combo
天顺股份、宏川智慧、保税科技、三*马,CR2d1a75f9d1e248ae5beebc1c5f0ada3e_1,,only_in_old,2025-07-23 20:33:26,16e9e740-00db-4618-8eea-ddadbaca560c,,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,CR335857c598aeaeaa5c25096db00dd132_1,,only_in_old,2025-07-23 20:33:26,16e9e740-00db-4618-8eea-ddadbaca560c,,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,CR6868846c07685564ee4fce2449106d6c_2,,only_in_old,2025-07-23 20:33:26,16e9e740-00db-4618-8eea-ddadbaca560c,,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,CRf3f917d451edd49800d7216a920934b3_1,,only_in_old,2025-07-23 20:33:26,16e9e740-00db-4618-8eea-ddadbaca560c,,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,CR468509b4e4bc4c2bb3aa958b77bb4347_1,,only_in_old,2025-07-23 20:33:26,16e9e740-00db-4618-8eea-ddadbaca560c,,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,CRd21be2a8bb89e8d75c9cbf4968a0b890_1,,only_in_old,2025-07-23 20:33:26,16e9e740-00db-4618-8eea-ddadbaca560c,,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,,CR24ac9b0ec33c390f31dc0d6fec864910_2,only_in_new,2025-07-23 20:33:26,,4c510753-1dc1-4614-9ffd-987419cf39ad,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,,CR2738a157e90fceddb24e9769a46e212d_2,only_in_new,2025-07-23 20:33:26,,4c510753-1dc1-4614-9ffd-987419cf39ad,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,,CR35a0af772d7d004d7d73a2b334cacc24_2,only_in_new,2025-07-23 20:33:26,,4c510753-1dc1-4614-9ffd-987419cf39ad,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,,CRa7a3daceb3b1f7d7ec2ec73ca53e4d08_2,only_in_new,2025-07-23 20:33:26,,4c510753-1dc1-4614-9ffd-987419cf39ad,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,,CRed3a3c08fff96411867d3136836539db_1,only_in_new,2025-07-23 20:33:26,,4c510753-1dc1-4614-9ffd-987419cf39ad,,12,old_1×new_1
天顺股份、宏川智慧、保税科技、三*马,,NW202506173432607125_1,only_in_new,2025-07-23 20:33:26,,4c510753-1dc1-4614-9ffd-987419cf39ad,,12,old_1×new_1
储能系统集成商客户案例分析,CR49f60750c25d3e6deacfcc489375627e_2,,only_in_old,2025-07-23 20:35:18,eca4280a-345b-44f8-8ce8-08a7e2ea67ca,,,2,old_1×new_2
储能系统集成商客户案例分析,,CR00f72116f282c451ab4498c66d2b5ad7_7,only_in_new,2025-07-23 20:35:18,,a776a3e6-603f-46c2-b014-243faa71bb26,,2,old_1×new_2
黄金跌价钻石涨的原因,CR7e7a37715b4a77c5873e30c8eb3be35b_4,,only_in_old,2025-07-23 20:35:36,fae6dd84-fe63-4ec0-9dec-107802191c55,,,6,old_1×new_2
黄金跌价钻石涨的原因,CR16785eb8e5267e098af426452687fca9_1,,only_in_old,2025-07-23 20:35:36,fae6dd84-fe63-4ec0-9dec-107802191c55,,,6,old_1×new_2
黄金跌价钻石涨的原因,CRa375dc6e63351831d99512dd9762e5df_2,,only_in_old,2025-07-23 20:35:36,fae6dd84-fe63-4ec0-9dec-107802191c55,,,6,old_1×new_2
黄金跌价钻石涨的原因,,AN202507041702922378_139,only_in_new,2025-07-23 20:35:36,,b11d4df4-546b-4f0f-8cad-82deb4f837c9,,6,old_1×new_2
黄金跌价钻石涨的原因,,AP202501051641812793_4,only_in_new,2025-07-23 20:35:36,,b11d4df4-546b-4f0f-8cad-82deb4f837c9,,6,old_1×new_2
黄金跌价钻石涨的原因,,AN202506261697724610_207,only_in_new,2025-07-23 20:35:36,,b11d4df4-546b-4f0f-8cad-82deb4f837c9,,6,old_1×new_2
昨夜至今发布的上市公司公告中重大事件,CR0fa9096c4ca9607b452339f914028347_2,,only_in_old,2025-07-23 20:41:39,dc2ea4bb-f7b8-4e0b-aa67-8540bb5042a4,,,12,old_1×new_2
昨夜至今发布的上市公司公告中重大事件,CRa1173e89f6a27349975b0d1b230608de_10,,only_in_old,2025-07-23 20:41:39,dc2ea4bb-f7b8-4e0b-aa67-8540bb5042a4,,,12,old_1×new_2
昨夜至今发布的上市公司公告中重大事件,AN202507231714255521_4,,only_in_old,2025-07-23 20:41:39,dc2ea4bb-f7b8-4e0b-aa67-8540bb5042a4,,,12,old_1×new_2
昨夜至今发布的上市公司公告中重大事件,CR7ecdef401329cd1dfebda3102c983cb8_24,,only_in_old,2025-07-23 20:41:39,dc2ea4bb-f7b8-4e0b-aa67-8540bb5042a4,,,12,old_1×new_2
昨夜至今发布的上市公司公告中重大事件,AN202507211713116357_21,,only_in_old,2025-07-23 20:41:39,dc2ea4bb-f7b8-4e0b-aa67-8540bb5042a4,,,12,old_1×new_2
昨夜至今发布的上市公司公告中重大事件,CRcab4125e6048a5545b347baca1f1abea_9,,only_in_old,2025-07-23 20:41:39,dc2ea4bb-f7b8-4e0b-aa67-8540bb5042a4,,,12,old_1×new_2
